,date,title,body
63,"Jun 10, 2024","Forget the Fed’s monetary policy, safe-haven demand to define gold prices - BNP Paribas’ Fabien Benchetrit","(Kitco News) - A growing distrust of the U.S. dollar is a major factor behind gold’s ability to hold critical support even as the market prices out potential Federal Reserve interest rate cuts, according to one international bank.
Looking ahead, Fabien Benchetrit, Head of Target Allocation at BNP Paribas Asset Management, said he expects gold will continue to move higher as investors focus less on gold’s opportunity costs and more on its safe-haven value.
“Since COVID, the forces of globalization appear to be ebbing. A new ‘multipolar’ dynamic is developing involving de-dollarisation, deglobalization, and international tensions. This new framework benefits precious metals,” Benchetritc wrote in a report published last week. “They appeal to investors as they provide a hedge against both the risk of an erosion of purchasing power in US dollars and geopolitics.”
Uncertainty around the Federal Reserve’s monetary policy stance has created some significant volatility in the gold market. Friday, gold prices saw their biggest drop in two years due partly to better-than-expected employment data that caused markets to price out a potential rate cut in September.
While gold prices dropped roughly 3% before the weekend, the market has managed to hold critical support above $2,300 an ounce. August gold futures last traded at $2,329 an ounce, up 0.18% on the day.
Benchetrit noted that gold’s resilience is part of a broader trend. While down from its recent highs, the market is up nearly 28% from its October lows and up more than 12% since the start of the year.
“A good performance for an asset with no yield. It does not seem to matter whether real rates rise or the US dollar appreciates, precious metals are resilient,” he said.
Benchetrit added that not only are central banks buying gold to diversify away from the U.S. dollar, but they are also moving the bullion back within their borders. Nigeria, South Africa, and Saudi Arabia are some of the central banks he named repatriating their gold reserves from the Federal Bank of New York.
“In addition, China is no longer accumulating US dollar reserves and is gradually selling off its holdings of US Treasury bonds,” he said.
Benchetrit also said that Brazil, Russia, India, China, and South Africa, which make up the core BRICS nations and the organization's new members Iran, Egypt, Ethiopia, and the United Arab Emirates, could be a new catalyst for higher gold prices.
“If they favor bilateral agreements in local currencies as an alternative to the dollar, a common currency pegged to a basket of assets including commodities could emerge, especially since these countries are the main producers of hydrocarbons,” he said.
In his report, Benchetrit also expects central banks to continue buying gold through 2024. The comments were made before China spooked the gold market after data showed that it didn’t buy end gold in May, ending an 18-month shopping spree.
“Demand for gold from central banks is not weakening, and the repatriation of their gold reserves from the US suggests a rising mistrust of a US-centric system,” he said.
Benchetrit said he expects retail investors to pay more attention to gold’s role as a safe-haven asset and ignore headwinds of higher bond yields and a stronger U.S. dollar.
“Both individual and institutional investors (asset managers, private banks) would appear to be underinvested: despite the high gold price, futures positions are below previous peaks as are the assets of the biggest gold ETF. This situation suggests the end of the rise in gold is not yet in sight,” he said."
64,"Jun 10, 2024","Bulls working to stabilize gold, silver markets","(Kitco News) - Gold prices are near steady and silver prices firmer in midday U.S. trading Monday. The precious metals bulls are trying to recover from the very recent surges in the U.S. dollar index and U.S. Treasury yields, following last Friday’s stronger U.S. jobs report. August gold was last up $1.20 at $2,326.50. July silver was last up $0.365 at $29.805.
It’s an extra important U.S. data week, highlighted by inflation readings and the FOMC meeting. Barron’s says in a story today: “After Friday’s jobs shocker, it’s hard to imagine a bigger event than Federal Reserve Chairman Jerome Powell’s press conference on Wednesday for shaping the outlook for investors the rest of this year.” U.S. Treasury yields and the U.S. dollar index spiked higher after the hotter jobs report Friday morning. The FOMC is not expected to take any new monetary policy action this week. The marketplace is putting odds at around 60% that the Fed will make a rate cut before November.
The key outside markets today see the U.S. dollar index higher but down from its daily high that saw prices hit a four-week high overnight. Nymex crude oil prices are higher and trading around $77.50 a barrel. The benchmark 10-year U.S. Treasury note yield is presently at 4.461%.

Technically, August gold bulls have lost their overall near-term technical advantage. A bearish double-top reversal pattern has formed on the daily bar chart to suggest a near-term market top is in place. Bulls’ next upside price objective is to produce a close above solid resistance at last week’s high of $2,406.70. Bears' next near-term downside price objective is pushing futures prices below solid technical support at the May low of $2,308.70. First resistance is seen at $2,335.00 and then at $2,350.00. First support is seen at last week’s low of $2,304.20 and then at $2,300.00. Wyckoff's Market Rating: 5.0.

July silver futures bulls have the overall near-term technical advantage but have faded. A price uptrend on the daily bar chart has been negated to suggest a near-term market top is in place. Silver bulls' next upside price objective is closing prices above solid technical resistance at the May high of $32.75. The next downside price objective for the bears is closing prices below solid support at $28.00. First resistance is seen at $30.00 and then at $30.50. Next support is seen at last week’s low of $29.22 and then at $29.00. Wyckoff's Market Rating: 6.5.
(Hey! My “Markets Front Burner” weekly email report is my best writing and analysis, I think, because I get to look ahead at the marketplace and do some market price forecasting. Plus, I’ll throw in an educational feature to move you up the ladder of trading/investing success. And it’s free! Email me at jim@jimwyckoff.com and I’ll add your email address to my Front Burner list.)"
65,"Jun 10, 2024","Gold prices slide on USD strength after ECB, BoC cuts, silver longs hit four-year high – Heraeus","
(Kitco News) – Gold prices face near-term headwinds from a hawkish Federal Reserve rate policy, while silver is entering dangerous reversal territory with longs hitting a multi-year high, according to precious metals strategists at Heraeus.
In their latest precious metals report, the analysts noted that gold prices got a boost following two G7 rate cuts last week, but the move was short-lived.
“On 6 June, the European Central Bank (ECB) implemented its first rate cut in five years, reducing the interest rate by 25 basis points to 3.75%, despite higher-than-expected inflation figures from May,” they wrote. “This move followed a similar rate cut by the Bank of Canada which reduced its interest rate by 25 basis points just a day earlier. These cuts reflect Western central banks’ shifting priorities to supporting economic growth rather than cracking down on inflation.”

The analysts pointed out that the euro:dollar exchange rate held up well in the wake of the ECB’s rate cut, but the greenback strengthened considerably on Friday, which exacerbated the yellow metal’s price weakness. 
“The expectation is that the dollar would weaken when the Fed finally starts to cut rates too,” they said. “Historically, dollar weakness has been positive for the gold price. However, no change to US monetary policy is expected at the Fed’s meeting this week. While the timing of the first interest cut from the Fed is not set, the markets currently project a high chance of a cut in September.”
Of course, the big news in gold markets on Friday was China’s announcement that their central bank paused its gold purchases in May after 18 straight months of net purchases. 
“This news may have hit sentiment towards gold, but precious metals seem to have been part of a broader sell off that impacted base metals which were also sold off steadily throughout the day on Friday,” Heraeus noted. “The longer-term trend for gold appears to be higher, but the price is still correcting its recent sharp rally. For now, the price is holding above previous support from $2,280/oz to $2,300/oz. Below that level the next price support could be around $2,200/oz.”
Gold is seeing a positive start to the week, with spot gold last trading at $2,303.75 per ounce, up 0.42% on the session at the time of writing.

Turning to silver, the analysts said that silver’s sharp slide on Friday erased its gains from earlier in the week. 
“The price had closed above $31/oz on Thursday but ended the week below $30/oz,” they noted. “Despite net ETF outflows in recent months, non-commercial positions on silver futures keep building up, an indication that hedge funds and other leveraged speculators have supported silver’s rally.”

“Speculative long positions have rebounded to a four-year high over the last two months, suggesting that funds and other speculators are joining the rally rather than taking profits for now,” they said. “However, as the net speculative position reaches extremes, the risk of a price reversal in the short term also rises, since this often coincides with peaks in the price.”
Silver prices are also seeing a strong rebound to start to the week, with spot silver last trading at $29.426 at the time of writing for a gain of 0.85% on the daily chart.

 "
66,"Jun 10, 2024",Hydrogen vehicles will be the biggest source of platinum demand by 2030 - WPIC’s Edward Sterck,"(Kitco News) - Challenges with mine supply in South Africa, by far the world’s largest platinum producer, should support prices for the auto catalyst metal, says Matt Watson, founder of Precious Metals Commodity Management LLC.
On June 5 Watson recorded an episode of Green Rush with guest Edward Sterck, director of research, World Platinum Investment Council (WPIC).

Watson referenced a chart showing platinum supply decreasing to 2030, as operational expenditures rise and miners close unproductive shafts. “We’re heading into a zone where we’re going to be in a structural deficit going forward,” he said.
Sterck agreed, stating that “it's just fundamentally the combination of mine and recycling supply continuing to run short of demand.” The WPIC projects a negative 1.2 percent CAGR for ICE (internal combustion engine) auto catalyst demand between now and 2028. Continuing into the 2030s, hydrogen vehicles will become the biggest end source of platinum demand.
Events like “Diesel-gate” have stunted the demand for diesel vehicles. Sterck noted diesel’s market share has declined from 50 percent in 2015 to around 17 percent today. Higher emissions standards have increased PGM loadings per vehicle.
Watson said he worries there won’t be enough platinum to meet the demand for the hydrogen economy, forecasting 3.5 to 4 million ounces of platinum available, against 13 million ounces of PGMs that currently go into the automotive market.
Sterck put the number of available ounces higher due to recycling, mostly from end-of-life auto catalysts and jewellery made from platinum. The WPIC sees hydrogen demand for platinum growing to 900,000 ounces from 100,000 oz currently.
Sterck noted that with subsidies, heavy-duty hydrogen vehicles reach cost parity with diesel-fueled heavy-duty vehicles by 2030. However, US subsidies are lower, therefore, “we don't really have a huge amount of hydrogen demand for platinum in our base-case forecasts coming from North America. It's really a China and a Europe story.”
Listen to Kitco Mining's Green Rush to understand and profit from a once-in-a-century event: the clean energy transition.
Each week, host Matt Watson, founder of Precious Metals Commodity Management, will take a deep dive into a metal that will underpin our new electrified world. Green Rush explores the vital role of nickel, copper, lithium, cobalt, silver, platinum group metals, rare earth elements and other metals that power the batteries driving our sustainable future."
67,"Jun 10, 2024",Physical gold ETFs see first net inflows in 12 months in May - World Gold Council,"(Kitco News) - Volatility is picking up in the gold market as prices saw their sharpest decline in two years last week; however, the precious metal also showed strength as it attracted new investors last month.
In its monthly analysis of gold-backed exchange-traded funds released Thursday, the World Gold Council (WGC) announced that global flows turned net positive in May, ending 12 consecutive months of outflows.
However, investment demand still has a big hole to dig itself out of.
“With improved gold ETF demand in May, collective holdings rebounded to 3,088t, but remaining -8.2% below the 2023 average,” the analysts said in the report.
The WGC noted that Asian markets continue to see growing interest in paper gold investments. Meanwhile, European demand turned positive last month, while North American interest in gold was slightly negative.
In a regional breakdown, North American-listed funds saw net outflows of 2.3 tonnes, valued at $139 million. The WGC noted that May saw the smallest decrease in holdings since December 2019.
“Investor interest appeared to be drawn to spikes in geopolitical risks as sporadic gold ETF inflows coincided with upticks in the Geopolitical Risk Index,” the analysts said.
For the year, North American gold holdings have declined by more than 69 tonnes, valued at $4.3 billion.
Analysts noted that while geopolitical uncertainty has provided some safe-haven demand for gold, hawkish posturing from the Federal Reserve, as it maintains its restrictive monetary policy, creates some selling pressure.
Across the Atlantic, European ETFs saw inflows of 5.6 tonnes, valued at $287 million. However, the WGC noted that the market remains mixed as Eurozone funds attracted investors while UK funds saw outflows.
“Inflows were mainly driven by expectations that the ECB would cut rates in early June, as primarily reflected in Swiss and German funds: May marks the second occasion this year that Germany has experienced inflows, and the first time Switzerland has recorded inflows since July 2023,” the analysts said. “However, an earlier-than-expected UK election paired with stickier-than-anticipated inflation pushed back investor expectations for rate cuts by the Bank of England.”
While Asian demand is relatively small compared to the broader marketplace, it continues to attract significant market attention as investors, led by China, increased their exposure to gold ETFs for 15 consecutive months.
Asian funds saw inflows of 5 tonnes last month, valued at $398 million.
“Although this marks the region’s smallest inflow since November 2023, Asia’s continued inflow streak is the second longest on record,” the analysts said. “Key drivers of gold ETF demand in the country were the local gold price rise, which refreshed its all-time high, and continued weakness in the local currency.”
Analysts note that improved investor demand last month came as prices held critical support above $2,300 an ounce. Although gold continues to consolidate in a relatively wide range, it has held critical support.
Looking ahead, a growing chorus of analysts have said that gold investment demand should see significant improvement this year as the Federal Reserve embarks on a new easing cycle before the end of the year.
Gold suffered a significant setback Friday, seeing its worst selloff since 2022 after stronger-than-expected employment data pushed back the timing of the Fed’s first rate cut.
Although the U.S. economy continues to create jobs, some analysts have said that labor market data won’t stop the Federal Reserve from lowering interest rates. Although 272,000 jobs were created last month, full-time employment dropped sharply while part-time positions increased."
68,"Jun 10, 2024",Gold market analysis for june 10 - key intra-day price entry levels for active traders,"(Kitco News) - This 5-minute bar chart for Comex gold futures can be a valuable analytical and trading tool for the active intra-day gold futures trader/market watcher. Based on key short-term technical support and resistance levels, I show potential buy and sell price entry points. (Remember, most successful traders buy on early price strength and sell on early price weakness.) If you are an active intra-day trader of gold, you definitely want to check out this unique and exclusive daily trading/analytical tool found only at Kitco.
"
69,"Jun 10, 2024",Gold price a bit weaker as bulls work to stop the bleeding  ,"(Kitco News) - Gold prices are posting slight losses in early U.S. trading Monday, with silver prices trading higher. The precious metals bulls are trying to stabilize their markets after Friday’s beat-down in the wake of a stronger U.S. jobs report that goosed the U.S. dollar index and U.S. Treasury yields. August gold was last down $2.70 at $2,322.30. July silver was last up $0.45 at $29.89.
It’s an important U.S. data week, highlighted by inflation readings and the FOMC meeting. Barron’s says in a story today: “After Friday’s jobs shocker, it’s hard to imagine a bigger event than Federal Reserve Chairman Jerome Powell’s press conference on Wednesday for shaping the outlook for investors the rest of this year.” U.S. Treasury yields and the U.S. dollar index spiked higher after the hotter jobs report Friday morning. The FOMC is not expected to take any new monetary policy action this week. The marketplace is putting odds at around 60% that the Fed will make a rate cut before November.
Asian and European stock indexes were mixed overnight. U.S. stock indexes are pointed toward weaker openings when the New York day session begins.
Reports over the weekend said Saudi Arabia’s “petrodollar” agreement with the U.S., which expired Sunday, may not be renewed. The 50-year agreement was put in place in 1974. The petrodollar agreement saw Saudi Arabia sell its oil exclusively in U.S. dollars, with the U.S. promising military security and economic development. The reports said Saudi Arabia is now working more closely with China, which is trying to undermine the global dominance of the greenback.
The key outside markets today see the U.S. dollar index solidly higher and hit a four-week high. Nymex crude oil prices are near steady and trading around $75.50 a barrel. The benchmark 10-year U.S. Treasury note yield is presently at 4.46%.
U.S. economic data due for release Monday includes the employment trends index.

Technically, August gold bulls have lost their overall near-term technical advantage. A bearish double-top reversal pattern has formed on the daily bar chart to suggest a near-term market top is in place. Bulls’ next upside price objective is to produce a close above solid resistance at last week’s high of $2,406.70. Bears' next near-term downside price objective is pushing futures prices below solid technical support at the May low of $2,308.70. First resistance is seen at $2,335.00 and then at $2,350.00. First support is seen at last week’s low of $2,304.20 and then at $2,300.00. Wyckoff's Market Rating: 5.0.

July silver futures bulls have the overall near-term technical advantage but have faded. A price uptrend on the daily bar chart has been negated to suggest a near-term market top is in place. Silver bulls' next upside price objective is closing prices above solid technical resistance at the May high of $32.75. The next downside price objective for the bears is closing prices below solid support at $28.00. First resistance is seen at $30.00 and then at $30.50. Next support is seen at last week’s low of $29.22 and then at $29.00. Wyckoff's Market Rating: 6.5.
(Hey! My “Markets Front Burner” weekly email report is my best writing and analysis, I think, because I get to look ahead at the marketplace and do some market price forecasting. Plus, I’ll throw in an educational feature to move you up the ladder of trading/investing success. And it’s free! Email me at jim@jimwyckoff.com and I’ll add your email address to my Front Burner list.)"
70,"Jun 07, 2024",Nothing has changed for gold except the price,"If you ever needed proof that algorithmic trading has dominated the marketplace, look no further than today’s price action in the gold market.The gold market took two significant hits Friday as black boxes traded only on the headlines instead of looking at the details in the broader landscape. In a single day, gold prices dropped more than 3.5%, the biggest intra-day selloff since 2020. Looking ahead, analysts have said that with this renewed selling pressure gold prices could eventually test support at $2,200 an ounce.Despite this dramatic selloff, the market’s fundamentals have not changed. But let’s look at the two events that spooked investors. Gold took its first hit during the Asian trading session. Data from the People’s Bank of China revealed that the central bank did not buy any gold last month.Looking at the reaction in the gold market, investors now believe that China’s central bank will never buy another ounce of gold again. China has been buying gold for the last 18 months; its ridiculous to expect that this trend would continue without some sort of pause. Stubborn inflation, geopolitical uncertainty, and diversification away from the U.S. dollar are reasons why central banks have voraciously bought gold and will continue to build their reserve. Even if gold purchases become more staggered, central bank demand will remain a solid pillar of support for the foreseeable future.“While China has positively contributed to the level of annual demand from the official sector, we are still confident that central banks as a whole will remain net buyers. Buying has been broad-based, with several other central banks continuing to accumulate gold, even as the gold price has increased in recent months. As such, while central bank demand for 2024 may not reach the levels seen in 2022 or 2023, we still believe that it will remain healthy for the remainder of the year,” Krishan Gopaul, Senior Analyst at the World Gold Council, in an exclusive comment to Kitco News.Gold took its second hit at the start of the North American session after employment data showed that the U.S. economy created 272,000 jobs, significantly beating expectations. At the same time wages increased 0.4%, also beating expectations. At first glance, it was a blockbuster employment report showing a healthy labor market. However, as markets digest the full report, economists have been busy pointing out that the data is not as robust as the headlines suggest.While the headline was better than expected, the household survey shows a dramatic decline fo 408,000 jobs. At the same time, the report also showed a significant drop in full-time jobs and a rise in part-time employment.People having to work more than one job to make ends meet is not a sign of a healthy economy.After talking to several analysts, the consensus is that investors should let the algorithms make their trades, and as they push the price lower, investors and traders can look for strategic buying opportunities. But that it enough from me. 
Have a great weekend"
71,"Jun 07, 2024","Wall Street throws in the towel on gold after Friday’s rout, Main Street optimism likely a pre-selloff snapshot","
(Kitco News) – This week, precious metals markets saved all their drama for the grand finale. Spot gold opened the week trading at $2,325.26, and spent much of the first four days trading in a relatively narrow $25 range. 
The expected 25 basis point rate cuts from the ECB and the Bank of Canada came and went, with spot gold eventually setting its weekly high of $2,386.75 just after midnight on Friday.
North American traders went to bed Thursday night expecting Friday morning’s nonfarm payrolls (NFP) report to be the week's highlight for gold. But the People's Bank of China (PBoC) stole the spotlight in the early hours, announcing at 4 am EDT that they had broken their 18 months streak of sovereign gold purchases in May and sending metals prices crashing through multiple levels of support as algorithmic stop loss orders were filled in rapid succession. 
Spot gold sank like a stone, falling from $2,373.85 just before 4 am to $2,343.68 only one hour later, with much of the move taking place in a matter of minutes.
Then, the yellow metal was trading at $2,333.42 in the moments before the 8:30 am release of the surprisingly strong U.S. jobs report, which drove gold down even further as markets recognized that the Fed would have even less reason to cut in the near term. As gold was already down over $40 at that point, the NFP took the yellow metal all the way down to support near $2,300 per ounce.
Gold saw multiple bounces off the $2,300 level throughout Friday trading, but finally broke through support shortly after 2:40 pm EDT. 

The latest Kitco News Weekly Gold Survey has the majority of industry experts throwing in the towel on gold’s near-term prospects, while most retail traders saw gains for gold in the coming week, though most voted before Friday morning’s fireworks.  
“Two forces drove gold to new one-month lows ahead of the weekend,” said Marc Chandler, Managing Director at Bannockburn Global Forex. “The first, and which got the ball rolling, was news that although the dollar value of China’s reserve grew last month, it did not add to its gold holdings for the first time in 18 months. The second, which added insult to injury was the jump in US rates and the dollar in response to the stronger than expected US jobs data.”
“A break of $2300 in the spot market targets the May lows near $2277,” Chandler added. “A break of the $2270 area could send the yellow metal down to the $2220 area.”
“China rugging the gold bulls like GME today,” said Adam Button, head of currency strategy at Forexlive.com. Button thinks gold has further to fall. “This China news is bad,” he added.
Darin Newsom, Senior Market Analyst at Barchart.com, said gold prices are likely to move lower in the days ahead.
“While I’m not reading anything into Friday morning’s spike move, a knee-jerk reaction to the comic relief known as monthly US employment numbers, August gold remains in an intermediate-term downtrend on its weekly chart,” Newsom said. “The contract’s short-term daily chart is also showing a downtrend that didn’t quite complete itself this past week. Much will depend on Friday’s close, though the initial reaction Friday saw August take out its previous 4-day low of $2,334.80. Now we’ll see if there were any sell orders waiting below that mark.""
“Positioned in inverse Gold and Silver ETFs as a hedge here, as the market has temporarily turned South,” said Mark Leibovit, publisher of the VR Metals/Resource Letter.
“I’m sticking with up, as support structure is still in place from the weekly chart,” said James Stanley, senior market strategist at Forex.com. “And for the first four days of the week gold held in a fairly strong position until finding resistance at 2378.”
“I think the driver around Chinese gold reserves could possibly be a trap door, and I don’t think the Fed is going to come off as overly hawkish next week,” Stanley added.
Colin Cieszynski, Chief Market Strategist at SIA Wealth Management, was weighing the implications of the jobs report ahead of next week’s Fed rate decision.
“The U.S. employment numbers mean it's less likely that the Fed's going to cut rates,” he said. “It's less likely they'll cut rates next week, and they're really under pressure to not cut rates. And that's been propping up the U.S. dollar, particularly in a week where Canada and Europe did cut rates.”
Cieszynski said this will also have a significant impact on the U. S. dollar, and on gold prices.
“That puts a tailwind behind the U.S. dollar and a headwind in front of gold in the near term, and other commodities as well,” Cieszynski said. “Anything that's priced in U.S. dollars has a headwind in front of it now, because this could boost the U.S. dollar a little bit in the short term.”
Looking past the surprising headline number, Cieszynski said that the most significant thing about the jobs report was its inflation data.
“The most important part was actually that wage inflation is going up again,” Cieszynski said. “I think a lot of people were hoping that maybe the Fed would signal a rate cut in July, but yeah… maybe September. You could still do two rate cuts this year, in September and December, one before the election and one afterwards.”
Cieszynski said that the downward price action from gold could be fairly dramatic, as its run-up provided few obvious areas of support. “It broke out over $2,160, and then it very quickly went to $2400, so the support is in at around $2,280ish, $2,285, and if that gets taken out, then back to $2,125, $2,150.”
This week, 18 Wall Street analysts participated in the Kitco News Gold Survey, and after Friday’s precipitous slide, few were optimistic about the near term. Only two experts, representing 11%, expect to see gold prices climb higher next week. Eleven analysts, fully 61%, predicted a price decline, and the remaining five, or 28% of the total, see gold trending sideways during the coming week.
Meanwhile, 184 votes were cast in Kitco’s online poll, with Main Street investors representing the ‘before’ picture of a relatively optimistic market. 107 retail traders, or 58%, look for gold prices to rise next week, the same proportion as last week. Another 33, or 18%, expected they would be lower, while 44 respondents, representing the remaining 24%, saw prices chopping sideways during the week ahead.

Next week will revolve around the Wednesday morning release of U.S. CPI for May, followed by the Federal Reserve’s monetary policy decision in the afternoon.
Then on Thursday, markets will be watching U.S. PPI for May and weekly jobless claims, with the Bank of Japan set to announce their monetary policy decision in the evening. And Friday morning will see the release of Preliminary University of Michigan Consumer Sentiment.
Adrian Day, President of Adrian Day Asset Management, was among the minority who believe gold could stage a comeback next week.
“Friday’s drop after the U.S. payroll report is overdone, and suggests some holders were nervous weak hands,” Day said. “The concern is that the payrolls report pushes back the prospects of a rate cut by the Federal Reserve, but no-one was expecting it at next week’s meeting; September was the earliest when a Fed rate cut was broadly expected. A lot can happen twixt now and then.”
“Moreover, the U.S. and the Fed are not the only game in town,” he added. “Both the European Central Bank and the Bank of Canada have cut rates in the last weeks, with a few other small central banks. The global trend is definitely to lower rates.”
Day said that while gold might see some follow-through from today’s selloff, he thinks it will only be for a day or two, and only shallow. “By the end of the week, I would expect gold to be moving up again.”
Kevin Grady, president of Phoenix Futures and Options, was looking at the market dynamics on Friday after the sharp overnight selloff.
“When the market dumps like that, the rest of the day is no longer about the news,” he said. “The rest of the day is people hitting stops, and in that market, it gets into a rhythm of the day where people are liquidating. So when you enter a day as a trader, and you see people are liquidating positions, it just changes the day. People are thinking, are there more stops under the market? Did we hit all the stops? Where's the buying coming in?”
“As a trader, that's what I look for,” Grady said. “I remember standing in the trading pit for years and years, and that's what I would watch for. Where are the stops? The market sells off... are they continuing? When you see another dip in the market and it doesn't continue, and strong buying comes in, who's doing that strong buying? Where's it coming from?”
Grady said that the payrolls report just exacerbated an already declining market, but soon all eyes will move to next week’s data.
“Let's see what the CPI looks like,” he said. “I think that's going to be the key for us. We have to wait and see.”
He’s also very interested in what Federal Reserve chair Jerome Powell will say at next week’s post-FOMC press conference.
“No one's anticipating any rate movements, but it's all about the verbiage, and the dot plot,” Grady said. “Everybody wants to know, where do these guys all stand as far as their projections and how many rate cuts are coming in, or will there be [cuts]? You saw the ECB cut rates this week. I still say that inflation is hot. Everything that touches, every single person, food, rent, education, insurance, any of those prices. Inflation is 15 percent at least on most of those metrics and I think that these guys see it.”
Grady said he thinks it’s increasingly likely that the Federal Reserve will decide to bite the bullet and raise the inflation target above 2%.
“I don't know if these guys at some point are going to start raising their target a little higher and say, our number is no longer 2 percent that we're going to target, we're going to try to say maybe it's 3%. I think that discussion is being kicked around, and I think that discussion has to be had, because right now, I don't think it's prudent to cut rates. I just don't think it's warranted, but they're in a really tight spot because on all the servicing debt that they have, they're paying exorbitant interest rates, and especially if the ECB is cutting rates, the entire world is flooding into U.S. Treasuries at 5.2%.”
Grady said that the Fed will need to do something at some point. “We're holding up the world, and we're going to continue to pay an exorbitant amount for our debt to service our economy?” he asked. “That's why I think these guys are in a real pickle.”
“I think they'd like to [cut], but I think the only way they're going to be able to lower rates is if they say, our target’s raised a little, we're going to go to maybe 3%,” Grady concluded.
“Gold's chart looks really weak, which is not surprising,” said Phillip Streible, Head of Market Strategy at Blue Line Futures. “If you are looking for metals exposure, copper and silver have better fundamentals. Gold investors should take a bit of a break for now.”
“We are likely in higher timeframe bearish correction against the move up from 19001,” said Michael Moor, Founder of Moor Analytics. “The trade below 24343 (+1.3 tics per/hour) has brought in $122.3 of pressure.  The trade below 24216 (+4 tics per/hour) projects this downward $60 (+)—we have attained $109.6.  On 5/22 we left the minor bearish reversal warned about, and on 5/23 left another bearish reversal above.  These rolled into the (Q) and are OFF HOLD.  Decent trade below 23642 (-1.2 tics per/hour starting at 6:00am) should bring in decent pressure, likely for days.”
“Neutral,” said Naeem Aslam, Chief Investment Officer at Zaye Capital Markets. “Consolidation with a grind to the downside.”
And Kitco Senior Analyst Jim Wyckoff sees further declines for gold next week. “Steady-lower as chart damage inflicted recently,” he said.
Spot gold last traded at $2,294.01 per ounce at the time of writing, down 3.45% on the day and down 1.43% on the week.

 "
72,"Jun 07, 2024","Gold price takes two massive hits, but fundaments remain strong ahead of FOMC meeting next week","(Kitco News) - A one-two punch has knocked gold down to the canvas, but although prices have room to move lower, analysts have said that investors should view this correction as a strategic buying opportunity.
Although gold continues to consolidate in a broad range, the precious metal is ending the week with massive volatility. Disappointing economic data helped push gold prices to initial resistance at $2,400 an ounce mid-week; however, that bullish momentum has proven unstainable as the market ends Friday in solidly negative territory, extending its losing streak to three weeks.
August gold futures last traded at $2,325.60 an ounce, down more than 2% on the day. Meanwhile, the precious metal is down nearly 1% from last Friday.
Silver is also being dragged lower, extending its losing streak to three consecutive weeks. July silver futures last traded at $29.46 an ounce, down 6% on the day and down 3% for the week.
The selloff started early Friday after data from the People’s Bank of China showed that the central bank did not buy gold last month, ending a record 18-month shopping spree. The disappointing news caused gold prices to drop by nearly $20.
While on the ropes, the market was hit with another $20 drop following more disappointing data. The U.S. economy created 272,000 jobs in May, significantly beating expectations. At the same time, wages increased by 0.4%, also beating expectations.
At first blush, the economic data prompted markets to once again shift their interest rate expectations and start pricing a potential rate cut in September off the table.
Although gold has suffered some significant blows, it is not down for the count.
Christopher Vecchio, Head Of Futures and Forex at Tastylive.com, said the employment numbers were not as healthy as the market thinks. He pointed out that there was a massive discrepancy between the government numbers and the household survey. The government numbers show robust gains; however, the household survey showed job losses of 408,000.
At the same time, there was a sharp drop in full-time positions and a rise in part-time employment.
“The data reflects what we are seeing in other reports, that labor market growth is starting to slow,” Vecchio said.
Analysts are also shrugging off China’s disappointing news that it didn’t increase its gold reserves last month. Many analysts have said it's not surprising that the central bank is taking a break after buying gold for 18 straight months. Many analysts see this as a short-term pause.
Michelle Schneider,  Director of Trading Education and Research at MarketGauge, said that despite gold and silver’s selloff, there has been no fundamental change in the market.
‘We still have geopolitical uncertainty, we still have inflation, and we still have government debt and spending rising uncontrollably,” she said. “These are all factors that continue to support gold and silver.”
Schneider added that for gold’s long-term bull market to send, world peace would have to break out, and inflation would have to fall back to 2%.
“That seems a little far-fetched for me right now,” she said.
Vecchio said that his year-end target remains $2,575 an ounce even with this pullback.
Although gold’s fundamentals remain strong, analysts are not expecting investors to rush into the market to try and catch the falling knife. Schneider said that gold prices could easily fall 10% in a normal correction, pushing support down to $2,200.
Alex Kuptsikevich, senior market analyst at FxPro, said he is also watching the $2,200 level.
“We may be seeing the beginning of a broad profit-taking from all the upside momentum from the lows of October to the peak in May,” he said. “The current move does not look like one that will end quickly. We should be prepared for gold to dive into the $2,200 area in the next few weeks, which would bring the price back to just above the March consolidation area and correct it to 61.8% of the October-May rise.”
Lukman Otunuga, Manager Of Market Analysis at FXTM, said that while the bears are in control, there is still a chance for prices to recover next week.
“The scales of power have swung back in favor of bears with further downside on the cards unless markets find fresh hopes of Fed cuts. This takes us to the week ahead, when the focus falls on the U.S. CPI and Fed decision,” he said.
Economists have said that while the stronger-than-expected employment data was surprising, the Fed remains more focused on inflation. A weak CPI report could put a September rate cut back on the table.
Along with the U.S. Consumer Price Index data, economists have said that markets will be sensitive to what the Federal Reserve has to say.
The U.S. central bank is not expected to cut rates in June or July, but next week’s meeting could continue to set the stage for rate cuts later in the year, which some analysts have said remains bullish for gold.
“The risk is that the chairman appears somewhat optimistic given the recent evolution of the US consumer, and if the May CPI report shows further inflation progress. We also look for the dot plot to show two cuts as the median for 2024 and four for 2025,” said bond market strategists at TD Securities.
Economic data to watch next week:
Wednesday: U.S. CPI, Federal Reserve monetary policy decisionThursday: U.S PPI, weekly jobless claims, Bank of Japan monetary policy decisionFriday: Preliminary University of Michigan Consumer Sentiment"
